city,date,energy_usage
Seattle,2025-07-31,54903
Seattle,2025-07-31,54963
Seattle,2025-07-31,55141
Seattle,2025-07-31,55586
Seattle,2025-07-30,171027
Seattle,2025-07-30,171231
Seattle,2025-07-30,171421
Seattle,2025-07-30,171160
Seattle,2025-07-30,171027
Seattle,2025-07-30,175303
Seattle,2025-07-30,175098
Seattle,2025-07-30,175004
Seattle,2025-07-30,175205
Seattle,2025-07-30,175303
Seattle,2025-07-30,218004
Seattle,2025-07-30,216947
Seattle,2025-07-30,216296
Seattle,2025-07-30,217495
Seattle,2025-07-30,218004
Seattle,2025-07-30,46977
Seattle,2025-07-30,45716
Seattle,2025-07-30,44875
Seattle,2025-07-30,46335
Seattle,2025-07-30,46977
Seattle,2025-07-29,172640
Seattle,2025-07-29,172382
Seattle,2025-07-29,172170
Seattle,2025-07-29,172525
Seattle,2025-07-29,172640
Seattle,2025-07-29,172678
Seattle,2025-07-29,172421
Seattle,2025-07-29,172227
Seattle,2025-07-29,172559
Seattle,2025-07-29,172678
Seattle,2025-07-29,204823
Seattle,2025-07-29,206246
Seattle,2025-07-29,206150
Seattle,2025-07-29,205560
Seattle,2025-07-29,204823
Seattle,2025-07-29,32183
Seattle,2025-07-29,33864
Seattle,2025-07-29,33980
Seattle,2025-07-29,33035
Seattle,2025-07-29,32183
Seattle,2025-07-28,167144
Seattle,2025-07-28,166464
Seattle,2025-07-28,166004
Seattle,2025-07-28,166805
Seattle,2025-07-28,167144
Seattle,2025-07-28,168308
Seattle,2025-07-28,167408
Seattle,2025-07-28,166894
Seattle,2025-07-28,167880
Seattle,2025-07-28,168308
Seattle,2025-07-28,205431
Seattle,2025-07-28,205661
Seattle,2025-07-28,205782
Seattle,2025-07-28,205669
Seattle,2025-07-28,205431
Seattle,2025-07-28,38287
Seattle,2025-07-28,39197
Seattle,2025-07-28,39778
Seattle,2025-07-28,38864
Seattle,2025-07-28,38287
Seattle,2025-07-27,157172
Seattle,2025-07-27,157080
Seattle,2025-07-27,156873
Seattle,2025-07-27,157181
Seattle,2025-07-27,157172
Seattle,2025-07-27,155997
Seattle,2025-07-27,156127
Seattle,2025-07-27,156069
Seattle,2025-07-27,156084
Seattle,2025-07-27,155997
Seattle,2025-07-27,205263
Seattle,2025-07-27,207203
Seattle,2025-07-27,208138
Seattle,2025-07-27,206241
Seattle,2025-07-27,205263
Seattle,2025-07-27,48091
Seattle,2025-07-27,50123
Seattle,2025-07-27,51265
Seattle,2025-07-27,49060
Seattle,2025-07-27,48091
Seattle,2025-07-26,156892
Seattle,2025-07-26,157452
Seattle,2025-07-26,157869
Seattle,2025-07-26,157154
Seattle,2025-07-26,156892
Seattle,2025-07-26,157257
Seattle,2025-07-26,157077
Seattle,2025-07-26,157040
Seattle,2025-07-26,157161
Seattle,2025-07-26,157257
Seattle,2025-07-26,220532
Seattle,2025-07-26,220766
Seattle,2025-07-26,221255
Seattle,2025-07-26,220595
Seattle,2025-07-26,220532
Seattle,2025-07-26,63640
Seattle,2025-07-26,63314
Seattle,2025-07-26,63386
Seattle,2025-07-26,63441
Seattle,2025-07-26,63640
Seattle,2025-07-25,168048
Seattle,2025-07-25,168503
Seattle,2025-07-25,168843
Seattle,2025-07-25,168232
Seattle,2025-07-25,168048
Seattle,2025-07-25,161382
Seattle,2025-07-25,162553
Seattle,2025-07-25,163269
Seattle,2025-07-25,161931
Seattle,2025-07-25,161382
Seattle,2025-07-25,249671
Seattle,2025-07-25,250020
Seattle,2025-07-25,249556
Seattle,2025-07-25,249858
Seattle,2025-07-25,249671
Seattle,2025-07-25,81623
Seattle,2025-07-25,81517
Seattle,2025-07-25,80713
Seattle,2025-07-25,81626
Seattle,2025-07-25,81623
Seattle,2025-07-24,170765
Seattle,2025-07-24,170717
Seattle,2025-07-24,170756
Seattle,2025-07-24,170719
Seattle,2025-07-24,170765
Seattle,2025-07-24,173217
Seattle,2025-07-24,172938
Seattle,2025-07-24,172688
Seattle,2025-07-24,173104
Seattle,2025-07-24,173217
Seattle,2025-07-24,224470
Seattle,2025-07-24,222543
Seattle,2025-07-24,222370
Seattle,2025-07-24,223387
Seattle,2025-07-24,224470
Seattle,2025-07-24,53705
Seattle,2025-07-24,51826
Seattle,2025-07-24,51614
Seattle,2025-07-24,52668
Seattle,2025-07-24,53705
Seattle,2025-07-23,170586
Seattle,2025-07-23,170144
Seattle,2025-07-23,169830
Seattle,2025-07-23,170371
Seattle,2025-07-23,170586
Seattle,2025-07-23,167604
Seattle,2025-07-23,167369
Seattle,2025-07-23,167333
Seattle,2025-07-23,167459
Seattle,2025-07-23,167604
Seattle,2025-07-23,213233
Seattle,2025-07-23,212097
Seattle,2025-07-23,211835
Seattle,2025-07-23,212439
Seattle,2025-07-23,213233
Seattle,2025-07-23,42647
Seattle,2025-07-23,41953
Seattle,2025-07-23,42005
Seattle,2025-07-23,42068
Seattle,2025-07-23,42647
Seattle,2025-07-22,164274
Seattle,2025-07-22,163979
Seattle,2025-07-22,163774
Seattle,2025-07-22,164167
Seattle,2025-07-22,164274
Seattle,2025-07-22,164571
Seattle,2025-07-22,164476
Seattle,2025-07-22,164389
Seattle,2025-07-22,164538
Seattle,2025-07-22,164571
Seattle,2025-07-22,211680
Seattle,2025-07-22,212325
Seattle,2025-07-22,212034
Seattle,2025-07-22,211906
Seattle,2025-07-22,211680
Seattle,2025-07-22,47412
Seattle,2025-07-22,48352
Seattle,2025-07-22,48266
Seattle,2025-07-22,47745
Seattle,2025-07-22,47412
Seattle,2025-07-21,159663
Seattle,2025-07-21,158949
Seattle,2025-07-21,158469
Seattle,2025-07-21,159326
Seattle,2025-07-21,159663
Seattle,2025-07-21,165226
Seattle,2025-07-21,164905
Seattle,2025-07-21,164671
Seattle,2025-07-21,165083
Seattle,2025-07-21,165226
Seattle,2025-07-21,205678
Seattle,2025-07-21,205704
Seattle,2025-07-21,205636
Seattle,2025-07-21,205817
Seattle,2025-07-21,205678
Seattle,2025-07-21,46015
Seattle,2025-07-21,46755
Seattle,2025-07-21,47167
Seattle,2025-07-21,46491
Seattle,2025-07-21,46015
Seattle,2025-07-20,151075
Seattle,2025-07-20,151560
Seattle,2025-07-20,151833
Seattle,2025-07-20,151313
Seattle,2025-07-20,151075
Seattle,2025-07-20,157521
Seattle,2025-07-20,157685
Seattle,2025-07-20,157758
Seattle,2025-07-20,157597
Seattle,2025-07-20,157521
Seattle,2025-07-20,214695
Seattle,2025-07-20,218218
Seattle,2025-07-20,219758
Seattle,2025-07-20,216600
Seattle,2025-07-20,214695
Seattle,2025-07-20,63620
Seattle,2025-07-20,66658
Seattle,2025-07-20,67925
Seattle,2025-07-20,65287
Seattle,2025-07-20,63620
Seattle,2025-07-19,158302
Seattle,2025-07-19,158945
Seattle,2025-07-19,159302
Seattle,2025-07-19,158614
Seattle,2025-07-19,158302
Seattle,2025-07-19,162355
Seattle,2025-07-19,162961
Seattle,2025-07-19,163339
Seattle,2025-07-19,162641
Seattle,2025-07-19,162355
Seattle,2025-07-19,247233
Seattle,2025-07-19,247912
Seattle,2025-07-19,248509
Seattle,2025-07-19,247512
Seattle,2025-07-19,247233
Seattle,2025-07-19,88931
Seattle,2025-07-19,88967
Seattle,2025-07-19,89207
Seattle,2025-07-19,88898
Seattle,2025-07-19,88931
Seattle,2025-07-18,169969
Seattle,2025-07-18,170630
Seattle,2025-07-18,171159
Seattle,2025-07-18,170213
Seattle,2025-07-18,169969
Seattle,2025-07-18,173463
Seattle,2025-07-18,174144
Seattle,2025-07-18,174581
Seattle,2025-07-18,173775
Seattle,2025-07-18,173463
Seattle,2025-07-18,254941
Seattle,2025-07-18,253115
Seattle,2025-07-18,253111
Seattle,2025-07-18,253789
Seattle,2025-07-18,254941
Seattle,2025-07-18,84972
Seattle,2025-07-18,82485
Seattle,2025-07-18,81952
Seattle,2025-07-18,83576
Seattle,2025-07-18,84972
Seattle,2025-07-17,174070
Seattle,2025-07-17,174250
Seattle,2025-07-17,174387
Seattle,2025-07-17,174173
Seattle,2025-07-17,174070
Seattle,2025-07-17,179534
Seattle,2025-07-17,179584
Seattle,2025-07-17,179672
Seattle,2025-07-17,179544
Seattle,2025-07-17,179534
Seattle,2025-07-17,239232
Seattle,2025-07-17,237945
Seattle,2025-07-17,237044
Seattle,2025-07-17,238792
Seattle,2025-07-17,239232
Seattle,2025-07-17,65162
Seattle,2025-07-17,63695
Seattle,2025-07-17,62657
Seattle,2025-07-17,64619
Seattle,2025-07-17,65162
Seattle,2025-07-16,177784
Seattle,2025-07-16,177470
Seattle,2025-07-16,177285
Seattle,2025-07-16,177633
Seattle,2025-07-16,177784
Seattle,2025-07-16,178947
Seattle,2025-07-16,178519
Seattle,2025-07-16,178331
Seattle,2025-07-16,178767
Seattle,2025-07-16,178947
Seattle,2025-07-16,219245
Seattle,2025-07-16,218690
Seattle,2025-07-16,218292
Seattle,2025-07-16,218783
Seattle,2025-07-16,219245
Seattle,2025-07-16,41461
Seattle,2025-07-16,41220
Seattle,2025-07-16,41007
Seattle,2025-07-16,41150
Seattle,2025-07-16,41461
Seattle,2025-07-15,173389
Seattle,2025-07-15,173224
Seattle,2025-07-15,173112
Seattle,2025-07-15,173340
Seattle,2025-07-15,173389
Seattle,2025-07-15,175640
Seattle,2025-07-15,175963
Seattle,2025-07-15,175989
Seattle,2025-07-15,175817
Seattle,2025-07-15,175640
Seattle,2025-07-15,216294
Seattle,2025-07-15,215573
Seattle,2025-07-15,214648
Seattle,2025-07-15,215927
Seattle,2025-07-15,216294
Seattle,2025-07-15,42905
Seattle,2025-07-15,42349
Seattle,2025-07-15,41536
Seattle,2025-07-15,42587
Seattle,2025-07-15,42905
Seattle,2025-07-14,178974
Seattle,2025-07-14,179895
Seattle,2025-07-14,180390
Seattle,2025-07-14,179395
Seattle,2025-07-14,178974
Seattle,2025-07-14,180366
Seattle,2025-07-14,180297
Seattle,2025-07-14,180305
Seattle,2025-07-14,180307
Seattle,2025-07-14,180366
Seattle,2025-07-14,230605
Seattle,2025-07-14,232987
Seattle,2025-07-14,233938
Seattle,2025-07-14,231966
Seattle,2025-07-14,230605
Seattle,2025-07-14,51631
Seattle,2025-07-14,53092
Seattle,2025-07-14,53548
Seattle,2025-07-14,52571
Seattle,2025-07-14,51631
Seattle,2025-07-13,176031
Seattle,2025-07-13,175324
Seattle,2025-07-13,174832
Seattle,2025-07-13,175726
Seattle,2025-07-13,176031
Seattle,2025-07-13,173044
Seattle,2025-07-13,172301
Seattle,2025-07-13,171751
Seattle,2025-07-13,172710
Seattle,2025-07-13,173044
Seattle,2025-07-13,212293
Seattle,2025-07-13,210794
Seattle,2025-07-13,209935
Seattle,2025-07-13,211728
Seattle,2025-07-13,212293
Seattle,2025-07-13,36262
Seattle,2025-07-13,35470
Seattle,2025-07-13,35103
Seattle,2025-07-13,36002
Seattle,2025-07-13,36262
Seattle,2025-07-12,169794
Seattle,2025-07-12,169540
Seattle,2025-07-12,169434
Seattle,2025-07-12,169658
Seattle,2025-07-12,169794
Seattle,2025-07-12,162774
Seattle,2025-07-12,162661
Seattle,2025-07-12,162609
Seattle,2025-07-12,162709
Seattle,2025-07-12,162774
Seattle,2025-07-12,198366
Seattle,2025-07-12,197070
Seattle,2025-07-12,196501
Seattle,2025-07-12,197748
Seattle,2025-07-12,198366
Seattle,2025-07-12,28572
Seattle,2025-07-12,27530
Seattle,2025-07-12,27067
Seattle,2025-07-12,28090
Seattle,2025-07-12,28572
Seattle,2025-07-11,169123
Seattle,2025-07-11,168832
Seattle,2025-07-11,168626
Seattle,2025-07-11,169000
Seattle,2025-07-11,169123
Seattle,2025-07-11,165194
Seattle,2025-07-11,164986
Seattle,2025-07-11,164959
Seattle,2025-07-11,165093
Seattle,2025-07-11,165194
Seattle,2025-07-11,185878
Seattle,2025-07-11,186066
Seattle,2025-07-11,186131
Seattle,2025-07-11,185765
Seattle,2025-07-11,185878
Seattle,2025-07-11,16755
Seattle,2025-07-11,17234
Seattle,2025-07-11,17505
Seattle,2025-07-11,16765
Seattle,2025-07-11,16755
Seattle,2025-07-10,167432
Seattle,2025-07-10,167618
Seattle,2025-07-10,167726
Seattle,2025-07-10,167530
Seattle,2025-07-10,167432
Seattle,2025-07-10,163773
Seattle,2025-07-10,164007
Seattle,2025-07-10,164180
Seattle,2025-07-10,163859
Seattle,2025-07-10,163773
Seattle,2025-07-10,211238
Seattle,2025-07-10,213143
Seattle,2025-07-10,214061
Seattle,2025-07-10,212418
Seattle,2025-07-10,211238
Seattle,2025-07-10,43806
Seattle,2025-07-10,45525
Seattle,2025-07-10,46335
Seattle,2025-07-10,44888
Seattle,2025-07-10,43806
Seattle,2025-07-09,171669
Seattle,2025-07-09,172232
Seattle,2025-07-09,172611
Seattle,2025-07-09,171905
Seattle,2025-07-09,171669
Seattle,2025-07-09,169796
Seattle,2025-07-09,170550
Seattle,2025-07-09,170973
Seattle,2025-07-09,170164
Seattle,2025-07-09,169796
Seattle,2025-07-09,223265
Seattle,2025-07-09,222420
Seattle,2025-07-09,222055
Seattle,2025-07-09,222873
Seattle,2025-07-09,223265
Seattle,2025-07-09,51596
Seattle,2025-07-09,50188
Seattle,2025-07-09,49444
Seattle,2025-07-09,50968
Seattle,2025-07-09,51596
Seattle,2025-07-08,177546
Seattle,2025-07-08,177433
Seattle,2025-07-08,177422
Seattle,2025-07-08,177481
Seattle,2025-07-08,177546
Seattle,2025-07-08,176791
Seattle,2025-07-08,176523
Seattle,2025-07-08,176325
Seattle,2025-07-08,176679
Seattle,2025-07-08,176791
Seattle,2025-07-08,203248
Seattle,2025-07-08,200911
Seattle,2025-07-08,200034
Seattle,2025-07-08,201926
Seattle,2025-07-08,203248
Seattle,2025-07-08,25702
Seattle,2025-07-08,23478
Seattle,2025-07-08,22612
Seattle,2025-07-08,24445
Seattle,2025-07-08,25702
Seattle,2025-07-07,170110
Seattle,2025-07-07,168712
Seattle,2025-07-07,167860
Seattle,2025-07-07,169430
Seattle,2025-07-07,170110
Seattle,2025-07-07,170434
Seattle,2025-07-07,169242
Seattle,2025-07-07,168583
Seattle,2025-07-07,169859
Seattle,2025-07-07,170434
Seattle,2025-07-07,197432
Seattle,2025-07-07,195451
Seattle,2025-07-07,194116
Seattle,2025-07-07,196548
Seattle,2025-07-07,197432
Seattle,2025-07-07,27322
Seattle,2025-07-07,26739
Seattle,2025-07-07,26256
Seattle,2025-07-07,27118
Seattle,2025-07-07,27322
Seattle,2025-07-06,153595
Seattle,2025-07-06,153348
Seattle,2025-07-06,153085
Seattle,2025-07-06,153529
Seattle,2025-07-06,153595
Seattle,2025-07-06,154065
Seattle,2025-07-06,153408
Seattle,2025-07-06,152914
Seattle,2025-07-06,153773
Seattle,2025-07-06,154065
Seattle,2025-07-06,186644
Seattle,2025-07-06,188667
Seattle,2025-07-06,189542
Seattle,2025-07-06,187704
Seattle,2025-07-06,186644
Seattle,2025-07-06,33049
Seattle,2025-07-06,35319
Seattle,2025-07-06,36457
Seattle,2025-07-06,34175
Seattle,2025-07-06,33049
