city,date,energy_usage
Chicago,2025-07-15,2335465
Chicago,2025-07-15,2334100
Chicago,2025-07-15,2336866
Chicago,2025-07-15,2338701
Chicago,2025-07-15,2277059
Chicago,2025-07-15,2270280
Chicago,2025-07-15,2267291
Chicago,2025-07-15,2273404
Chicago,2025-07-15,2277059
Chicago,2025-07-15,-55762
Chicago,2025-07-15,-57617
Chicago,2025-07-15,-58298
Chicago,2025-07-15,-57003
Chicago,2025-07-15,-55762
Chicago,2025-07-14,2197282
Chicago,2025-07-14,2184959
Chicago,2025-07-14,2177771
Chicago,2025-07-14,2191487
Chicago,2025-07-14,2197282
Chicago,2025-07-14,2275820
Chicago,2025-07-14,2265452
Chicago,2025-07-14,2258217
Chicago,2025-07-14,2270799
Chicago,2025-07-14,2275820
Chicago,2025-07-14,2174926
Chicago,2025-07-14,2160919
Chicago,2025-07-14,2153728
Chicago,2025-07-14,2168833
Chicago,2025-07-14,2174926
Chicago,2025-07-14,-62789
Chicago,2025-07-14,-63686
Chicago,2025-07-14,-63483
Chicago,2025-07-14,-62620
Chicago,2025-07-14,-62789
Chicago,2025-07-13,1991088
Chicago,2025-07-13,1991580
Chicago,2025-07-13,1991475
Chicago,2025-07-13,1991304
Chicago,2025-07-13,1991088
Chicago,2025-07-13,2051371
Chicago,2025-07-13,2049549
Chicago,2025-07-13,2050266
Chicago,2025-07-13,2050183
Chicago,2025-07-13,2051371
Chicago,2025-07-13,1988666
Chicago,2025-07-13,1990351
Chicago,2025-07-13,1989951
Chicago,2025-07-13,1989318
Chicago,2025-07-13,1988666
Chicago,2025-07-13,-37819
Chicago,2025-07-13,-36687
Chicago,2025-07-13,-36786
Chicago,2025-07-13,-37547
Chicago,2025-07-13,-37819
Chicago,2025-07-12,2039212
Chicago,2025-07-12,2048749
Chicago,2025-07-12,2054062
Chicago,2025-07-12,2043693
Chicago,2025-07-12,2039212
Chicago,2025-07-12,2106242
Chicago,2025-07-12,2112021
Chicago,2025-07-12,2114743
Chicago,2025-07-12,2109197
Chicago,2025-07-12,2106242
Chicago,2025-07-12,2053576
Chicago,2025-07-12,2060876
Chicago,2025-07-12,2066224
Chicago,2025-07-12,2056595
Chicago,2025-07-12,2053576
Chicago,2025-07-12,-20114
Chicago,2025-07-12,-22253
Chicago,2025-07-12,-22383
Chicago,2025-07-12,-21387
Chicago,2025-07-12,-20114
Chicago,2025-07-11,2183818
Chicago,2025-07-11,2183572
Chicago,2025-07-11,2183336
Chicago,2025-07-11,2183745
Chicago,2025-07-11,2183818
Chicago,2025-07-11,2209368
Chicago,2025-07-11,2208221
Chicago,2025-07-11,2207110
Chicago,2025-07-11,2208837
Chicago,2025-07-11,2209368
Chicago,2025-07-11,2185548
Chicago,2025-07-11,2183549
Chicago,2025-07-11,2179813
Chicago,2025-07-11,2185413
Chicago,2025-07-11,2185548
Chicago,2025-07-11,-36571
Chicago,2025-07-11,-37777
Chicago,2025-07-11,-40910
Chicago,2025-07-11,-36434
Chicago,2025-07-11,-36571
Chicago,2025-07-10,2167119
Chicago,2025-07-10,2163969
Chicago,2025-07-10,2162600
Chicago,2025-07-10,2165650
Chicago,2025-07-10,2167119
Chicago,2025-07-10,2173000
Chicago,2025-07-10,2168987
Chicago,2025-07-10,2168299
Chicago,2025-07-10,2171117
Chicago,2025-07-10,2173000
Chicago,2025-07-10,2102080
Chicago,2025-07-10,2099789
Chicago,2025-07-10,2099976
Chicago,2025-07-10,2100783
Chicago,2025-07-10,2102080
Chicago,2025-07-10,-101021
Chicago,2025-07-10,-100657
Chicago,2025-07-10,-99472
Chicago,2025-07-10,-101171
Chicago,2025-07-10,-101021
Chicago,2025-07-09,2135247
Chicago,2025-07-09,2135213
Chicago,2025-07-09,2135027
Chicago,2025-07-09,2135118
Chicago,2025-07-09,2135247
Chicago,2025-07-09,2165406
Chicago,2025-07-09,2167193
Chicago,2025-07-09,2168326
Chicago,2025-07-09,2166305
Chicago,2025-07-09,2165406
Chicago,2025-07-09,2065025
Chicago,2025-07-09,2061168
Chicago,2025-07-09,2059522
Chicago,2025-07-09,2062800
Chicago,2025-07-09,2065025
Chicago,2025-07-09,-102875
Chicago,2025-07-09,-106141
Chicago,2025-07-09,-107309
Chicago,2025-07-09,-104587
Chicago,2025-07-09,-102875
Chicago,2025-07-08,2119526
Chicago,2025-07-08,2115848
Chicago,2025-07-08,2114175
Chicago,2025-07-08,2117779
Chicago,2025-07-08,2119526
Chicago,2025-07-08,2176521
Chicago,2025-07-08,2175788
Chicago,2025-07-08,2175045
Chicago,2025-07-08,2176184
Chicago,2025-07-08,2176521
Chicago,2025-07-08,2040932
Chicago,2025-07-08,2039315
Chicago,2025-07-08,2039374
Chicago,2025-07-08,2039733
Chicago,2025-07-08,2040932
Chicago,2025-07-08,-111019
Chicago,2025-07-08,-109213
Chicago,2025-07-08,-107381
Chicago,2025-07-08,-110548
Chicago,2025-07-08,-111019
Chicago,2025-07-07,2108342
Chicago,2025-07-07,2109805
Chicago,2025-07-07,2110088
Chicago,2025-07-07,2109006
Chicago,2025-07-07,2108342
Chicago,2025-07-07,2171845
Chicago,2025-07-07,2174069
Chicago,2025-07-07,2173175
Chicago,2025-07-07,2173248
Chicago,2025-07-07,2171845
Chicago,2025-07-07,2078019
Chicago,2025-07-07,2080179
Chicago,2025-07-07,2079996
Chicago,2025-07-07,2079115
Chicago,2025-07-07,2078019
Chicago,2025-07-07,-63326
Chicago,2025-07-07,-62508
Chicago,2025-07-07,-62978
Chicago,2025-07-07,-62951
Chicago,2025-07-07,-63326
Chicago,2025-07-06,2080988
Chicago,2025-07-06,2085861
Chicago,2025-07-06,2088504
Chicago,2025-07-06,2083497
Chicago,2025-07-06,2080988
Chicago,2025-07-06,2079055
Chicago,2025-07-06,2078644
Chicago,2025-07-06,2080420
Chicago,2025-07-06,2078028
Chicago,2025-07-06,2079055
Chicago,2025-07-06,2010669
Chicago,2025-07-06,2012811
Chicago,2025-07-06,2015392
Chicago,2025-07-06,2011986
Chicago,2025-07-06,2010669
Chicago,2025-07-06,-102406
Chicago,2025-07-06,-105785
Chicago,2025-07-06,-106221
Chicago,2025-07-06,-103845
Chicago,2025-07-06,-102406
Phoenix,2025-08-04,152594
Phoenix,2025-08-04,151563
Phoenix,2025-08-04,150942
Phoenix,2025-08-04,152011
Phoenix,2025-08-04,152594
Phoenix,2025-08-04,144594
Phoenix,2025-08-04,143511
Phoenix,2025-08-04,142903
Phoenix,2025-08-04,144031
Phoenix,2025-08-04,144594
Phoenix,2025-08-03,135847
Phoenix,2025-08-03,136064
Phoenix,2025-08-03,136134
Phoenix,2025-08-03,135939
Phoenix,2025-08-03,135847
Phoenix,2025-08-03,133564
Phoenix,2025-08-03,134085
Phoenix,2025-08-03,134281
Phoenix,2025-08-03,133885
Phoenix,2025-08-03,133564
Phoenix,2025-08-03,78837
Phoenix,2025-08-03,79209
Phoenix,2025-08-03,79320
Phoenix,2025-08-03,78982
Phoenix,2025-08-03,78837
Phoenix,2025-08-03,-57010
Phoenix,2025-08-03,-56855
Phoenix,2025-08-03,-56814
Phoenix,2025-08-03,-56957
Phoenix,2025-08-03,-57010
Phoenix,2025-08-02,144911
Phoenix,2025-08-02,146164
Phoenix,2025-08-02,146728
Phoenix,2025-08-02,145610
Phoenix,2025-08-02,144911
Phoenix,2025-08-02,142899
Phoenix,2025-08-02,143306
Phoenix,2025-08-02,143523
Phoenix,2025-08-02,143067
Phoenix,2025-08-02,142899
Phoenix,2025-08-02,86078
Phoenix,2025-08-02,86082
Phoenix,2025-08-02,86155
Phoenix,2025-08-02,86360
Phoenix,2025-08-02,86078
Phoenix,2025-08-02,-58833
Phoenix,2025-08-02,-60082
Phoenix,2025-08-02,-60573
Phoenix,2025-08-02,-59250
Phoenix,2025-08-02,-58833
Phoenix,2025-08-01,155329
Phoenix,2025-08-01,155130
Phoenix,2025-08-01,155244
Phoenix,2025-08-01,155244
Phoenix,2025-08-01,155329
Phoenix,2025-08-01,149319
Phoenix,2025-08-01,149410
Phoenix,2025-08-01,149483
Phoenix,2025-08-01,149357
Phoenix,2025-08-01,149319
Phoenix,2025-08-01,90055
Phoenix,2025-08-01,90211
Phoenix,2025-08-01,90580
Phoenix,2025-08-01,89987
Phoenix,2025-08-01,90055
Phoenix,2025-08-01,-65274
Phoenix,2025-08-01,-64919
Phoenix,2025-08-01,-64664
Phoenix,2025-08-01,-65257
Phoenix,2025-08-01,-65274
Phoenix,2025-07-31,118990
Phoenix,2025-07-31,118356
Phoenix,2025-07-31,117894
Phoenix,2025-07-31,118690
Phoenix,2025-07-31,118990
Phoenix,2025-07-31,144875
Phoenix,2025-07-31,144306
Phoenix,2025-07-31,144003
Phoenix,2025-07-31,144551
Phoenix,2025-07-31,144875
Phoenix,2025-07-31,66385
Phoenix,2025-07-31,66911
Phoenix,2025-07-31,67022
Phoenix,2025-07-31,66645
Phoenix,2025-07-31,66385
Phoenix,2025-07-31,-37893
Phoenix,2025-07-31,-36733
Phoenix,2025-07-31,-36160
Phoenix,2025-07-31,-37333
Phoenix,2025-07-31,-37893
Phoenix,2025-07-30,154595
Phoenix,2025-07-30,154534
Phoenix,2025-07-30,154528
Phoenix,2025-07-30,154485
Phoenix,2025-07-30,154595
Phoenix,2025-07-30,142084
Phoenix,2025-07-30,141927
Phoenix,2025-07-30,141890
Phoenix,2025-07-30,142017
Phoenix,2025-07-30,142084
Phoenix,2025-07-30,92037
Phoenix,2025-07-30,91192
Phoenix,2025-07-30,90798
Phoenix,2025-07-30,91516
Phoenix,2025-07-30,92037
Phoenix,2025-07-30,-53172
Phoenix,2025-07-30,-53956
Phoenix,2025-07-30,-54344
Phoenix,2025-07-30,-53583
Phoenix,2025-07-30,-53172
Phoenix,2025-07-29,144610
Phoenix,2025-07-29,144603
Phoenix,2025-07-29,144630
Phoenix,2025-07-29,144569
Phoenix,2025-07-29,144610
Phoenix,2025-07-29,141174
Phoenix,2025-07-29,141123
Phoenix,2025-07-29,141051
Phoenix,2025-07-29,141168
Phoenix,2025-07-29,141174
Phoenix,2025-07-29,82717
Phoenix,2025-07-29,82254
Phoenix,2025-07-29,82018
Phoenix,2025-07-29,82376
Phoenix,2025-07-29,82717
Phoenix,2025-07-29,-61893
Phoenix,2025-07-29,-62349
Phoenix,2025-07-29,-62612
Phoenix,2025-07-29,-62193
Phoenix,2025-07-29,-61893
Phoenix,2025-07-28,140140
Phoenix,2025-07-28,139179
Phoenix,2025-07-28,138546
Phoenix,2025-07-28,139691
Phoenix,2025-07-28,140140
Phoenix,2025-07-28,138315
Phoenix,2025-07-28,137583
Phoenix,2025-07-28,137176
Phoenix,2025-07-28,137961
Phoenix,2025-07-28,138315
Phoenix,2025-07-28,76150
Phoenix,2025-07-28,75197
Phoenix,2025-07-28,74563
Phoenix,2025-07-28,75828
Phoenix,2025-07-28,76150
Phoenix,2025-07-28,-63990
Phoenix,2025-07-28,-63982
Phoenix,2025-07-28,-63983
Phoenix,2025-07-28,-63863
Phoenix,2025-07-28,-63990
Phoenix,2025-07-27,126681
Phoenix,2025-07-27,125860
Phoenix,2025-07-27,125642
Phoenix,2025-07-27,126268
Phoenix,2025-07-27,126681
Phoenix,2025-07-27,126743
Phoenix,2025-07-27,126543
Phoenix,2025-07-27,126376
Phoenix,2025-07-27,126701
Phoenix,2025-07-27,126743
Phoenix,2025-07-27,73670
Phoenix,2025-07-27,74445
Phoenix,2025-07-27,75085
Phoenix,2025-07-27,73761
Phoenix,2025-07-27,73670
Phoenix,2025-07-27,-53011
Phoenix,2025-07-27,-51413
Phoenix,2025-07-27,-50549
Phoenix,2025-07-27,-52508
Phoenix,2025-07-27,-53011
Phoenix,2025-07-26,129732
Phoenix,2025-07-26,129872
Phoenix,2025-07-26,130006
Phoenix,2025-07-26,129738
Phoenix,2025-07-26,129732
Phoenix,2025-07-26,125019
Phoenix,2025-07-26,125182
Phoenix,2025-07-26,125250
Phoenix,2025-07-26,125116
Phoenix,2025-07-26,125019
Phoenix,2025-07-26,75033
Phoenix,2025-07-26,76382
Phoenix,2025-07-26,77298
Phoenix,2025-07-26,75607
Phoenix,2025-07-26,75033
Phoenix,2025-07-26,-45345
Phoenix,2025-07-26,-44138
Phoenix,2025-07-26,-43362
Phoenix,2025-07-26,-44776
Phoenix,2025-07-26,-45345
Phoenix,2025-07-25,125514
Phoenix,2025-07-25,125521
Phoenix,2025-07-25,125526
Phoenix,2025-07-25,125607
Phoenix,2025-07-25,125514
Phoenix,2025-07-25,128168
Phoenix,2025-07-25,127961
Phoenix,2025-07-25,127980
Phoenix,2025-07-25,127972
Phoenix,2025-07-25,128168
Phoenix,2025-07-25,82054
Phoenix,2025-07-25,81483
Phoenix,2025-07-25,81277
Phoenix,2025-07-25,82010
Phoenix,2025-07-25,82054
Phoenix,2025-07-25,-43460
Phoenix,2025-07-25,-44038
Phoenix,2025-07-25,-44249
Phoenix,2025-07-25,-43597
Phoenix,2025-07-25,-43460
Phoenix,2025-07-24,127770
Phoenix,2025-07-24,127696
Phoenix,2025-07-24,127657
Phoenix,2025-07-24,127708
Phoenix,2025-07-24,127770
Phoenix,2025-07-24,125737
Phoenix,2025-07-24,125572
Phoenix,2025-07-24,125432
Phoenix,2025-07-24,125668
Phoenix,2025-07-24,125737
Phoenix,2025-07-24,86056
Phoenix,2025-07-24,85444
Phoenix,2025-07-24,85279
Phoenix,2025-07-24,85830
Phoenix,2025-07-24,86056
Phoenix,2025-07-24,-41714
Phoenix,2025-07-24,-42252
Phoenix,2025-07-24,-42378
Phoenix,2025-07-24,-41878
Phoenix,2025-07-24,-41714
Phoenix,2025-07-23,128556
Phoenix,2025-07-23,129340
Phoenix,2025-07-23,129731
Phoenix,2025-07-23,128927
Phoenix,2025-07-23,128556
Phoenix,2025-07-23,127226
Phoenix,2025-07-23,127766
Phoenix,2025-07-23,128045
Phoenix,2025-07-23,127511
Phoenix,2025-07-23,127226
Phoenix,2025-07-23,82607
Phoenix,2025-07-23,82984
Phoenix,2025-07-23,82960
Phoenix,2025-07-23,82644
Phoenix,2025-07-23,82607
Phoenix,2025-07-23,-45949
Phoenix,2025-07-23,-46356
Phoenix,2025-07-23,-46771
Phoenix,2025-07-23,-46283
Phoenix,2025-07-23,-45949
Phoenix,2025-07-22,134119
Phoenix,2025-07-22,134274
Phoenix,2025-07-22,134046
Phoenix,2025-07-22,134383
Phoenix,2025-07-22,134119
Phoenix,2025-07-22,128575
Phoenix,2025-07-22,128828
Phoenix,2025-07-22,128920
Phoenix,2025-07-22,128727
Phoenix,2025-07-22,128575
Phoenix,2025-07-22,77902
Phoenix,2025-07-22,77309
Phoenix,2025-07-22,76176
Phoenix,2025-07-22,77873
Phoenix,2025-07-22,77902
Phoenix,2025-07-22,-56217
Phoenix,2025-07-22,-56965
Phoenix,2025-07-22,-57870
Phoenix,2025-07-22,-56510
Phoenix,2025-07-22,-56217
Phoenix,2025-07-21,129581
Phoenix,2025-07-21,128380
Phoenix,2025-07-21,127762
Phoenix,2025-07-21,128811
Phoenix,2025-07-21,129581
Phoenix,2025-07-21,128415
Phoenix,2025-07-21,127911
Phoenix,2025-07-21,127631
Phoenix,2025-07-21,128163
Phoenix,2025-07-21,128415
Phoenix,2025-07-21,72531
Phoenix,2025-07-21,71647
Phoenix,2025-07-21,71853
Phoenix,2025-07-21,72020
Phoenix,2025-07-21,72531
Phoenix,2025-07-21,-57050
Phoenix,2025-07-21,-56733
Phoenix,2025-07-21,-55909
Phoenix,2025-07-21,-56791
Phoenix,2025-07-21,-57050
Phoenix,2025-07-20,119357
Phoenix,2025-07-20,120770
Phoenix,2025-07-20,121661
Phoenix,2025-07-20,120135
Phoenix,2025-07-20,119357
Phoenix,2025-07-20,123904
Phoenix,2025-07-20,124521
Phoenix,2025-07-20,124735
Phoenix,2025-07-20,124258
Phoenix,2025-07-20,123904
Phoenix,2025-07-20,58691
Phoenix,2025-07-20,59352
Phoenix,2025-07-20,59348
Phoenix,2025-07-20,59058
Phoenix,2025-07-20,58691
Phoenix,2025-07-20,-60666
Phoenix,2025-07-20,-61418
Phoenix,2025-07-20,-62313
Phoenix,2025-07-20,-61077
Phoenix,2025-07-20,-60666
Phoenix,2025-07-19,136060
Phoenix,2025-07-19,136382
Phoenix,2025-07-19,136549
Phoenix,2025-07-19,136123
Phoenix,2025-07-19,136060
Phoenix,2025-07-19,133179
Phoenix,2025-07-19,133432
Phoenix,2025-07-19,133716
Phoenix,2025-07-19,133098
Phoenix,2025-07-19,133179
Phoenix,2025-07-19,72332
Phoenix,2025-07-19,72728
Phoenix,2025-07-19,72815
Phoenix,2025-07-19,72600
Phoenix,2025-07-19,72332
Phoenix,2025-07-19,-63728
Phoenix,2025-07-19,-63654
Phoenix,2025-07-19,-63734
Phoenix,2025-07-19,-63523
Phoenix,2025-07-19,-63728
Phoenix,2025-07-18,141754
Phoenix,2025-07-18,141402
Phoenix,2025-07-18,141223
Phoenix,2025-07-18,141639
Phoenix,2025-07-18,141754
Phoenix,2025-07-18,134078
Phoenix,2025-07-18,134081
Phoenix,2025-07-18,133958
Phoenix,2025-07-18,134222
Phoenix,2025-07-18,134078
Phoenix,2025-07-18,69561
Phoenix,2025-07-18,68225
Phoenix,2025-07-18,68268
Phoenix,2025-07-18,68763
Phoenix,2025-07-18,69561
Phoenix,2025-07-18,-72193
Phoenix,2025-07-18,-73177
Phoenix,2025-07-18,-72955
Phoenix,2025-07-18,-72876
Phoenix,2025-07-18,-72193
Phoenix,2025-07-17,139812
Phoenix,2025-07-17,139804
Phoenix,2025-07-17,139605
Phoenix,2025-07-17,139841
Phoenix,2025-07-17,139812
Phoenix,2025-07-17,128449
Phoenix,2025-07-17,128256
Phoenix,2025-07-17,128153
Phoenix,2025-07-17,128413
Phoenix,2025-07-17,128449
Phoenix,2025-07-17,65265
Phoenix,2025-07-17,64867
Phoenix,2025-07-17,64593
Phoenix,2025-07-17,65210
Phoenix,2025-07-17,65265
Phoenix,2025-07-17,-74547
Phoenix,2025-07-17,-74937
Phoenix,2025-07-17,-75012
Phoenix,2025-07-17,-74631
Phoenix,2025-07-17,-74547
Phoenix,2025-07-16,134198
Phoenix,2025-07-16,135249
Phoenix,2025-07-16,135777
Phoenix,2025-07-16,134668
Phoenix,2025-07-16,134198
Phoenix,2025-07-16,128565
Phoenix,2025-07-16,129425
Phoenix,2025-07-16,129957
Phoenix,2025-07-16,128987
Phoenix,2025-07-16,128565
Phoenix,2025-07-16,62935
Phoenix,2025-07-16,64240
Phoenix,2025-07-16,64861
Phoenix,2025-07-16,63200
Phoenix,2025-07-16,62935
Phoenix,2025-07-16,-71263
Phoenix,2025-07-16,-71009
Phoenix,2025-07-16,-70916
Phoenix,2025-07-16,-71468
Phoenix,2025-07-16,-71263
Phoenix,2025-07-15,145208
Phoenix,2025-07-15,144851
Phoenix,2025-07-15,144704
Phoenix,2025-07-15,145055
Phoenix,2025-07-15,145208
Phoenix,2025-07-15,141057
Phoenix,2025-07-15,141050
Phoenix,2025-07-15,141118
Phoenix,2025-07-15,140965
Phoenix,2025-07-15,141057
Phoenix,2025-07-15,77397
Phoenix,2025-07-15,77533
Phoenix,2025-07-15,77332
Phoenix,2025-07-15,77518
Phoenix,2025-07-15,77397
Phoenix,2025-07-15,-67811
Phoenix,2025-07-15,-67318
Phoenix,2025-07-15,-67372
Phoenix,2025-07-15,-67537
Phoenix,2025-07-15,-67811
Phoenix,2025-07-14,144670
Phoenix,2025-07-14,144437
Phoenix,2025-07-14,144375
Phoenix,2025-07-14,144528
Phoenix,2025-07-14,144670
Phoenix,2025-07-14,142273
Phoenix,2025-07-14,141979
Phoenix,2025-07-14,141771
Phoenix,2025-07-14,142245
Phoenix,2025-07-14,142273
Phoenix,2025-07-14,78986
Phoenix,2025-07-14,79165
Phoenix,2025-07-14,79223
Phoenix,2025-07-14,79195
Phoenix,2025-07-14,78986
Phoenix,2025-07-14,-65684
Phoenix,2025-07-14,-65272
Phoenix,2025-07-14,-65152
Phoenix,2025-07-14,-65333
Phoenix,2025-07-14,-65684
Phoenix,2025-07-13,138591
Phoenix,2025-07-13,138516
Phoenix,2025-07-13,138549
Phoenix,2025-07-13,138566
Phoenix,2025-07-13,138591
Phoenix,2025-07-13,138395
Phoenix,2025-07-13,138203
Phoenix,2025-07-13,138043
Phoenix,2025-07-13,138257
Phoenix,2025-07-13,138395
Phoenix,2025-07-13,76308
Phoenix,2025-07-13,77009
Phoenix,2025-07-13,77705
Phoenix,2025-07-13,76446
Phoenix,2025-07-13,76308
Phoenix,2025-07-13,-62283
Phoenix,2025-07-13,-61507
Phoenix,2025-07-13,-60844
Phoenix,2025-07-13,-62120
Phoenix,2025-07-13,-62283
Phoenix,2025-07-12,143389
Phoenix,2025-07-12,144341
Phoenix,2025-07-12,144767
Phoenix,2025-07-12,143849
Phoenix,2025-07-12,143389
Phoenix,2025-07-12,137503
Phoenix,2025-07-12,138171
Phoenix,2025-07-12,138603
Phoenix,2025-07-12,137737
Phoenix,2025-07-12,137503
Phoenix,2025-07-12,91428
Phoenix,2025-07-12,91883
Phoenix,2025-07-12,92244
Phoenix,2025-07-12,91804
Phoenix,2025-07-12,91428
Phoenix,2025-07-12,-51961
Phoenix,2025-07-12,-52458
Phoenix,2025-07-12,-52523
Phoenix,2025-07-12,-52045
Phoenix,2025-07-12,-51961
Phoenix,2025-07-11,154112
Phoenix,2025-07-11,154947
Phoenix,2025-07-11,155245
Phoenix,2025-07-11,154542
Phoenix,2025-07-11,154112
Phoenix,2025-07-11,147260
Phoenix,2025-07-11,148158
Phoenix,2025-07-11,148611
Phoenix,2025-07-11,147743
Phoenix,2025-07-11,147260
Phoenix,2025-07-11,92108
Phoenix,2025-07-11,92233
Phoenix,2025-07-11,91622
Phoenix,2025-07-11,92264
Phoenix,2025-07-11,92108
Phoenix,2025-07-11,-62004
Phoenix,2025-07-11,-62714
Phoenix,2025-07-11,-63623
Phoenix,2025-07-11,-62278
Phoenix,2025-07-11,-62004
Phoenix,2025-07-10,157730
Phoenix,2025-07-10,157585
Phoenix,2025-07-10,157865
Phoenix,2025-07-10,157580
Phoenix,2025-07-10,157730
Phoenix,2025-07-10,156275
Phoenix,2025-07-10,156152
Phoenix,2025-07-10,156151
Phoenix,2025-07-10,156250
Phoenix,2025-07-10,156275
Phoenix,2025-07-10,91346
Phoenix,2025-07-10,91228
Phoenix,2025-07-10,91397
Phoenix,2025-07-10,91365
Phoenix,2025-07-10,91346
Phoenix,2025-07-10,-66384
Phoenix,2025-07-10,-66357
Phoenix,2025-07-10,-66468
Phoenix,2025-07-10,-66215
Phoenix,2025-07-10,-66384
Phoenix,2025-07-09,160374
Phoenix,2025-07-09,160040
Phoenix,2025-07-09,159614
Phoenix,2025-07-09,160227
Phoenix,2025-07-09,160374
Phoenix,2025-07-09,157380
Phoenix,2025-07-09,156972
Phoenix,2025-07-09,156717
Phoenix,2025-07-09,157145
Phoenix,2025-07-09,157380
Phoenix,2025-07-09,88799
Phoenix,2025-07-09,88137
Phoenix,2025-07-09,88079
Phoenix,2025-07-09,88339
Phoenix,2025-07-09,88799
Phoenix,2025-07-09,-71575
Phoenix,2025-07-09,-71903
Phoenix,2025-07-09,-71535
Phoenix,2025-07-09,-71888
Phoenix,2025-07-09,-71575
Phoenix,2025-07-08,153892
Phoenix,2025-07-08,153613
Phoenix,2025-07-08,153463
Phoenix,2025-07-08,153810
Phoenix,2025-07-08,153892
Phoenix,2025-07-08,150835
Phoenix,2025-07-08,150373
Phoenix,2025-07-08,150188
Phoenix,2025-07-08,150621
Phoenix,2025-07-08,150835
Phoenix,2025-07-08,87951
Phoenix,2025-07-08,87462
Phoenix,2025-07-08,87341
Phoenix,2025-07-08,87819
Phoenix,2025-07-08,87951
Phoenix,2025-07-08,-65941
Phoenix,2025-07-08,-66151
Phoenix,2025-07-08,-66122
Phoenix,2025-07-08,-65991
Phoenix,2025-07-08,-65941
Phoenix,2025-07-07,147015
Phoenix,2025-07-07,146038
Phoenix,2025-07-07,145781
Phoenix,2025-07-07,146592
Phoenix,2025-07-07,147015
Phoenix,2025-07-07,145769
Phoenix,2025-07-07,145155
Phoenix,2025-07-07,144873
Phoenix,2025-07-07,145526
Phoenix,2025-07-07,145769
Phoenix,2025-07-07,83953
Phoenix,2025-07-07,85077
Phoenix,2025-07-07,85813
Phoenix,2025-07-07,84868
Phoenix,2025-07-07,83953
Phoenix,2025-07-07,-63062
Phoenix,2025-07-07,-60961
Phoenix,2025-07-07,-59968
Phoenix,2025-07-07,-61724
Phoenix,2025-07-07,-63062
Phoenix,2025-07-06,136565
Phoenix,2025-07-06,135842
Phoenix,2025-07-06,135434
Phoenix,2025-07-06,136053
Phoenix,2025-07-06,136565
Phoenix,2025-07-06,133863
Phoenix,2025-07-06,133244
Phoenix,2025-07-06,132819
Phoenix,2025-07-06,133504
Phoenix,2025-07-06,133863
Phoenix,2025-07-06,80436
Phoenix,2025-07-06,80324
Phoenix,2025-07-06,79553
Phoenix,2025-07-06,80045
Phoenix,2025-07-06,80436
Phoenix,2025-07-06,-56129
Phoenix,2025-07-06,-55518
Phoenix,2025-07-06,-55881
Phoenix,2025-07-06,-56008
Phoenix,2025-07-06,-56129
Seattle,2025-08-04,156592
Seattle,2025-08-04,156195
Seattle,2025-08-04,155995
Seattle,2025-08-04,156374
Seattle,2025-08-04,156592
Seattle,2025-08-04,160087
Seattle,2025-08-04,159754
Seattle,2025-08-04,159598
Seattle,2025-08-04,159916
Seattle,2025-08-04,160087
Seattle,2025-08-03,152002
Seattle,2025-08-03,152331
Seattle,2025-08-03,152431
Seattle,2025-08-03,152146
Seattle,2025-08-03,152002
Seattle,2025-08-03,152753
Seattle,2025-08-03,152826
Seattle,2025-08-03,152801
Seattle,2025-08-03,152795
Seattle,2025-08-03,152753
Seattle,2025-08-03,225279
Seattle,2025-08-03,224815
Seattle,2025-08-03,224972
Seattle,2025-08-03,224984
Seattle,2025-08-03,225279
Seattle,2025-08-03,73277
Seattle,2025-08-03,72484
Seattle,2025-08-03,72541
Seattle,2025-08-03,72838
Seattle,2025-08-03,73277
Seattle,2025-08-02,156105
Seattle,2025-08-02,156410
Seattle,2025-08-02,156704
Seattle,2025-08-02,156261
Seattle,2025-08-02,156105
Seattle,2025-08-02,154224
Seattle,2025-08-02,154892
Seattle,2025-08-02,155245
Seattle,2025-08-02,154546
Seattle,2025-08-02,154224
Seattle,2025-08-02,221687
Seattle,2025-08-02,220729
Seattle,2025-08-02,220236
Seattle,2025-08-02,221306
Seattle,2025-08-02,221687
Seattle,2025-08-02,65582
Seattle,2025-08-02,64319
Seattle,2025-08-02,63532
Seattle,2025-08-02,65045
Seattle,2025-08-02,65582
Seattle,2025-08-01,164235
Seattle,2025-08-01,164703
Seattle,2025-08-01,164955
Seattle,2025-08-01,164445
Seattle,2025-08-01,164235
Seattle,2025-08-01,166234
Seattle,2025-08-01,166698
Seattle,2025-08-01,167047
Seattle,2025-08-01,166440
Seattle,2025-08-01,166234
Seattle,2025-08-01,222993
Seattle,2025-08-01,222259
Seattle,2025-08-01,221985
Seattle,2025-08-01,222581
Seattle,2025-08-01,222993
Seattle,2025-08-01,58758
Seattle,2025-08-01,57556
Seattle,2025-08-01,57030
Seattle,2025-08-01,58136
Seattle,2025-08-01,58758
Seattle,2025-07-31,169357
Seattle,2025-07-31,169516
Seattle,2025-07-31,169648
Seattle,2025-07-31,169391
Seattle,2025-07-31,169357
Seattle,2025-07-31,170462
Seattle,2025-07-31,170928
Seattle,2025-07-31,171215
Seattle,2025-07-31,170679
Seattle,2025-07-31,170462
Seattle,2025-07-31,224921
Seattle,2025-07-31,224397
Seattle,2025-07-31,224589
Seattle,2025-07-31,224510
Seattle,2025-07-31,224921
Seattle,2025-07-31,55586
